,C,G,T,A,D,N,K,Y,R,M,S,W,H,V,B
>NC_011611.1,0.332492883,0.312647418,0.16410465,0.190755049,0,0,0,0,0,0,0,0,0,0,0
>NC_011613.1,0.330530684,0.312759336,0.163654728,0.193055252,0,0,0,0,0,0,0,0,0,0,0
>NC_011756.1,0.278927549,0.276894111,0.223120952,0.221057388,0,0,0,0,0,0,0,0,0,0,0
>NC_011810.1,0.275104921,0.274177361,0.226811021,0.223906697,0,0,0,0,0,0,0,0,0,0,0
>NC_011801.1,0.166769405,0.203652335,0.283171521,0.34640674,0,0,0,0,0,0,0,0,0,0,0
>NC_011802.1,0.231253427,0.238597077,0.25497723,0.275172266,0,0,0,0,0,0,0,0,0,0,0
>NC_011811.1,0.213251986,0.224874669,0.276555997,0.285317348,0,0,0,0,0,0,0,0,0,0,0
>FJ591093.1,0.252214821,0.226937047,0.253863371,0.266957955,0,1.34E-05,1.34E-05,0,0,0,0,0,0,0,0
>FJ591094.1,0.247159905,0.223239004,0.255642687,0.273958404,0,0,0,0,0,0,0,0,0,0,0
>NC_011976.1,0.230309652,0.242328436,0.254091501,0.273270411,0,0,0,0,0,0,0,0,0,0,0
>NC_012027.1,0.336331402,0.338507884,0.161607426,0.163553288,0,0,0,0,0,0,0,0,0,0,0
>FJ608825.1,0.271916214,0.28704422,0.208301009,0.232738557,0,0,0,0,0,0,0,0,0,0,0
>NC_012092.1,0.256794232,0.282584581,0.231835829,0.228785358,0,0,0,0,0,0,0,0,0,0,0
>NC_012093.1,0.271916214,0.28704422,0.208301009,0.232738557,0,0,0,0,0,0,0,0,0,0,0
>NC_012418.1,0.31606878,0.312615869,0.166249537,0.205065814,0,0,0,0,0,0,0,0,0,0,0
>NC_012419.1,0.208003789,0.159175941,0.364764386,0.268055884,0,0,0,0,0,0,0,0,0,0,0
>FJ685651.1,0.29100454,0.250851305,0.23354143,0.224602724,0,0,0,0,0,0,0,0,0,0,0
>DQ079907.2,0.251582565,0.206366432,0.274190631,0.267860373,0,0,0,0,0,0,0,0,0,0,0
>NC_004462.2,0.309885738,0.349469496,0.177157723,0.163487043,0,0,0,0,0,0,0,0,0,0,0
>NC_012662.1,0.230247433,0.260840864,0.244110082,0.264801621,0,0,0,0,0,0,0,0,0,0,0
>NC_012663.1,0.158105004,0.18573759,0.307004694,0.349152712,0,0,0,0,0,0,0,0,0,0,0
>NC_012697.1,0.252214821,0.226937047,0.253863371,0.266957955,0,1.34E-05,1.34E-05,0,0,0,0,0,0,0,0
>NC_012740.1,0.214165535,0.190958911,0.306883871,0.287991684,0,0,0,0,0,0,0,0,0,0,0
>NC_012741.1,0.202792635,0.192358166,0.306297426,0.298551773,0,0,0,0,0,0,0,0,0,0,0
>NC_012742.1,0.277472777,0.278924682,0.227495463,0.216107078,0,0,0,0,0,0,0,0,0,0,0
>NC_012749.1,0.184693797,0.204244691,0.294291817,0.316758394,0,1.13E-05,0,0,0,0,0,0,0,0,0
>NC_012753.1,0.171471601,0.208826377,0.272697935,0.347004088,0,0,0,0,0,0,0,0,0,0,0
>NC_012756.1,0.174798568,0.220104873,0.278200537,0.326896023,0,0,0,0,0,0,0,0,0,0,0
>NC_012757.1,0.232826659,0.196726103,0.30838936,0.262057878,0,0,0,0,0,0,0,0,0,0,0
>NC_012784.1,0.143733705,0.191944619,0.287040367,0.377258833,0,2.25E-05,0,0,0,0,0,0,0,0,0
>NC_012788.1,0.334427258,0.332472672,0.146038947,0.187061123,0,0,0,0,0,0,0,0,0,0,0
>NC_012868.1,0.218083361,0.234000656,0.315720381,0.232195602,0,0,0,0,0,0,0,0,0,0,0
>NZ_ACSJ01000012.1,0.166614762,0.11289318,0.452662722,0.267829337,0,0,0,0,0,0,0,0,0,0,0
>FJ483837.1,0.235932005,0.235052755,0.283118406,0.245896835,0,0,0,0,0,0,0,0,0,0,0
>NC_013021.1,0.255138101,0.267869432,0.228791965,0.248200502,0,0,0,0,0,0,0,0,0,0,0
>NC_013055.1,0.277847403,0.328955284,0.193051935,0.200145378,0,0,0,0,0,0,0,0,0,0,0
>NC_013059.1,0.232410006,0.241610738,0.252861501,0.273117755,0,0,0,0,0,0,0,0,0,0,0
>GQ303259.1,0.328710125,0.336235134,0.166391241,0.168663499,0,0,0,0,0,0,0,0,0,0,0
>GQ303261.1,0.33369132,0.331949118,0.146726808,0.187632753,0,0,0,0,0,0,0,0,0,0,0
>GQ303262.1,0.333555773,0.313762966,0.157940771,0.194740491,0,0,0,0,0,0,0,0,0,0,0
>GQ303264.1,0.328469183,0.335348272,0.167469227,0.168713318,0,0,0,0,0,0,0,0,0,0,0
>GQ303265.1,0.33330201,0.296277403,0.169496986,0.200923602,0,0,0,0,0,0,0,0,0,0,0
>GQ303266.1,0.329113738,0.335965067,0.166284404,0.168636791,0,0,0,0,0,0,0,0,0,0,0
>FJ848881.1,0.168135304,0.181530699,0.322413303,0.327920694,0,0,0,0,0,0,0,0,0,0,0
>FJ848882.1,0.169131813,0.177863402,0.328444472,0.324560313,0,0,0,0,0,0,0,0,0,0,0
>FJ848883.1,0.16640076,0.181642282,0.324722496,0.327234461,0,0,0,0,0,0,0,0,0,0,0
>FJ848884.1,0.169186189,0.182278393,0.318088189,0.33044723,0,0,0,0,0,0,0,0,0,0,0
>FJ848885.1,0.168524017,0.181729258,0.318427948,0.331318777,0,0,0,0,0,0,0,0,0,0,0
>NC_013195.1,0.143593141,0.196339638,0.289615073,0.370452148,0,0,0,0,0,0,0,0,0,0,0
>NC_013197.1,0.332472411,0.347029819,0.160835877,0.159661892,0,0,0,0,0,0,0,0,0,0,0
>FJ870915.1,0.190831421,0.191086458,0.305534302,0.312547819,0,0,0,0,0,0,0,0,0,0,0
>FJ870916.1,0.176911715,0.212930349,0.288774003,0.321383934,0,0,0,0,0,0,0,0,0,0,0
>FJ870917.1,0.172248408,0.204705201,0.295873646,0.327172745,0,0,0,0,0,0,0,0,0,0,0
>NC_012091.2,0.261036764,0.261036764,0.23919397,0.238732503,0,0,0,0,0,0,0,0,0,0,0
>GU169904.1,0.222948616,0.235324467,0.266885264,0.274841653,0,0,0,0,0,0,0,0,0,0,0
>GQ478082.1,0.142937752,0.196850394,0.294647208,0.365564646,0,0,0,0,0,0,0,0,0,0,0
>GQ478083.1,0.143203946,0.19702487,0.294258929,0.365512254,0,0,0,0,0,0,0,0,0,0,0
>GQ478085.1,0.14807473,0.197659262,0.292347798,0.36191821,0,0,0,0,0,0,0,0,0,0,0
>GQ478087.1,0.14477964,0.200198634,0.290800745,0.364220981,0,0,0,0,0,0,0,0,0,0,0
>NC_013597.1,0.224721401,0.199704344,0.297725722,0.277848533,0,0,0,0,0,0,0,0,0,0,0
>NC_013598.1,0.17843772,0.215510204,0.267755102,0.338296974,0,0,0,0,0,0,0,0,0,0,0
>NC_013599.1,0.278998746,0.288569559,0.215084256,0.21734744,0,0,0,0,0,0,0,0,0,0,0
>NC_013600.1,0.268414178,0.277402643,0.223361155,0.230822024,0,0,0,0,0,0,0,0,0,0,0
>NC_013594.1,0.242191487,0.275412918,0.232523164,0.249872432,0,0,0,0,0,0,0,0,0,0,0
>NC_013638.1,0.290932691,0.298210643,0.188577786,0.22227888,0,0,0,0,0,0,0,0,0,0,0
>NC_013650.1,0.332123902,0.31390524,0.159400431,0.194570427,0,0,0,0,0,0,0,0,0,0,0
>NC_013648.1,0.144936325,0.200525571,0.290782292,0.363755812,0,0,0,0,0,0,0,0,0,0,0
>NC_013647.1,0.248984654,0.274714852,0.220384737,0.255915757,0,0,0,0,0,0,0,0,0,0,0
>NC_013646.1,0.143225673,0.196909504,0.29442266,0.365442163,0,0,0,0,0,0,0,0,0,0,0
>NC_013645.1,0.175620664,0.214236569,0.263488332,0.346654435,0,0,0,0,0,0,0,0,0,0,0
>NC_013644.1,0.162352071,0.215421598,0.277102705,0.345123626,0,0,0,0,0,0,0,0,0,0,0
>NC_013643.1,0.148304384,0.197766749,0.292169837,0.36175903,0,0,0,0,0,0,0,0,0,0,0
>GU323708.1,0.214479252,0.240204585,0.248607179,0.296708984,0,0,0,0,0,0,0,0,0,0,0
>GU196277.1,0.253814211,0.256865579,0.240943401,0.24837681,0,0,0,0,0,0,0,0,0,0,0
>GU196278.1,0.255332437,0.256365296,0.240920446,0.247381822,0,0,0,0,0,0,0,0,0,0,0
>GU196281.1,0.253790755,0.257725317,0.241112722,0.247371206,0,0,0,0,0,0,0,0,0,0,0
>GU196279.1,0.254989123,0.257731959,0.239856238,0.24742268,0,0,0,0,0,0,0,0,0,0,0
>GU196280.1,0.255349,0.25813165,0.240079504,0.246439846,0,0,0,0,0,0,0,0,0,0,0
>NC_013694.1,0.320013236,0.318709125,0.185164279,0.17611336,0,0,0,0,0,0,0,0,0,0,0
>NC_013696.1,0.147120639,0.196768016,0.291298865,0.36481248,0,0,0,0,0,0,0,0,0,0,0
>NC_013698.1,0.283298097,0.28677624,0.217264543,0.21266112,0,0,0,0,0,0,0,0,0,0,0
>NC_013692.1,0.278148434,0.272041795,0.221438024,0.228371747,0,0,0,0,0,0,0,0,0,0,0
>NC_013697.1,0.286057173,0.276716661,0.21247603,0.224750137,0,0,0,0,0,0,0,0,0,0,0
>NC_013693.1,0.252908117,0.251072744,0.254591598,0.241427541,0,0,0,0,0,0,0,0,0,0,0
>NC_013691.1,0.268728054,0.263454427,0.230557669,0.23725985,0,0,0,0,0,0,0,0,0,0,0
>GU247133.1,0.328165789,0.336391081,0.167014248,0.168428882,0,0,0,0,0,0,0,0,0,0,0
>GU247134.1,0.328530512,0.336494622,0.167231704,0.167743161,0,0,0,0,0,0,0,0,0,0,0
>GU229986.1,0.158977082,0.205433148,0.286505619,0.349084152,0,0,0,0,0,0,0,0,0,0,0
>GU321093.1,0.247958426,0.309824301,0.241524375,0.200692898,0,0,0,0,0,0,0,0,0,0,0
>GU339467.1,0.326483162,0.31881422,0.17921698,0.175485637,0,0,0,0,0,0,0,0,0,0,0
>GQ979703.1,0.168436311,0.178836746,0.329117594,0.32360935,0,0,0,0,0,0,0,0,0,0,0
>GQ403788.1,0.2566139,0.253767755,0.188279302,0.301339044,0,0,0,0,0,0,0,0,0,0,0
>GQ451696.1,0.178527857,0.182933442,0.309509286,0.329029416,0,0,0,0,0,0,0,0,0,0,0
>NC_013936.1,0.293070712,0.32183886,0.188277939,0.196812489,0,0,0,0,0,0,0,0,0,0,0
>AP011113.1,0.187762415,0.165550811,0.326419207,0.320267567,0,0,0,0,0,0,0,0,0,0,0
>FN297812.1,0.236224538,0.272552333,0.249694922,0.241528208,0,0,0,0,0,0,0,0,0,0,0
>GU903191.1,0.273268372,0.260476168,0.253804061,0.212451399,0,0,0,0,0,0,0,0,0,0,0
>GU080336.1,0.159728071,0.207616412,0.262242811,0.370292384,0,0,0,0,0.000120322,0,0,0,0,0,0
>NC_013649.2,0.250039946,0.290693693,0.215458011,0.24380835,0,0,0,0,0,0,0,0,0,0,0
>NC_014036.1,0.209119677,0.209194203,0.290662478,0.291023642,0,0,0,0,0,0,0,0,0,0,0
>GU936714.1,0.27326771,0.271470442,0.222764475,0.232497373,0,0,0,0,0,0,0,0,0,0,0
>GU936715.1,0.302387589,0.304811538,0.194279481,0.198521391,0,0,0,0,0,0,0,0,0,0,0
>HM066936.1,0.253056885,0.252259436,0.262094631,0.232589048,0,0,0,0,0,0,0,0,0,0,0
>NC_014229.1,0.339025575,0.323513543,0.167610877,0.169850005,0,0,0,0,0,0,0,0,0,0,0
>NC_014260.1,0.203305603,0.192600419,0.305358978,0.298735,0,0,0,0,0,0,0,0,0,0,0
>HM137666.1,0.187769358,0.165137343,0.328640777,0.318452522,0,0,0,0,0,0,0,0,0,0,0
>GU949551.1,0.111007859,0.172790994,0.303074554,0.413126593,0,0,0,0,0,0,0,0,0,0,0
>AY939844.2,0.148652343,0.20640568,0.309055828,0.335886149,0,0,0,0,0,0,0,0,0,0,0
>AY940168.2,0.166194481,0.201240961,0.288736543,0.343828016,0,0,0,0,0,0,0,0,0,0,0
>AB572858.1,0.23453909,0.199824971,0.305425904,0.260210035,0,0,0,0,0,0,0,0,0,0,0
>HM152765.1,0.340749043,0.32719352,0.148624358,0.183433079,0,0,0,0,0,0,0,0,0,0,0
>HM152766.1,0.319717707,0.319017809,0.185473209,0.175791275,0,0,0,0,0,0,0,0,0,0,0
>NC_014458.1,0.321755764,0.342125575,0.159099299,0.177019363,0,0,0,0,0,0,0,0,0,0,0
>NC_014461.1,0.263161477,0.325187535,0.216315195,0.195335793,0,0,0,0,0,0,0,0,0,0,0
>HM588722.1,0.193925157,0.214283384,0.28403641,0.307755049,0,0,0,0,0,0,0,0,0,0,0
>NC_014467.1,0.216309931,0.218900604,0.281580198,0.283209268,0,0,0,0,0,0,0,0,0,0,0
>NC_014460.1,0.145873274,0.194287378,0.285752421,0.374086927,0,0,0,0,0,0,0,0,0,0,0
>HM208303.1,0.225965289,0.270835862,0.241933526,0.261265322,0,0,0,0,0,0,0,0,0,0,0
>HM368260.1,0.210279236,0.166611307,0.316946788,0.30616267,0,0,0,0,0,0,0,0,0,0,0
>NC_014595.1,0.211881246,0.192567627,0.301773102,0.293778025,0,0,0,0,0,0,0,0,0,0,0
>GU071094.1,0.193998127,0.217378317,0.290758793,0.297864763,0,0,0,0,0,0,0,0,0,0,0
>GU071095.1,0.185660599,0.218597508,0.284450361,0.311291531,0,0,0,0,0,0,0,0,0,0,0
>GU071096.1,0.192328041,0.218742168,0.284858239,0.304071551,0,0,0,0,0,0,0,0,0,0,0
>GU071097.1,0.187190664,0.212431322,0.291553149,0.308824865,0,0,0,0,0,0,0,0,0,0,0
>GU071098.1,0.180038475,0.211123421,0.286841179,0.321996925,0,0,0,0,0,0,0,0,0,0,0
>GU071099.1,0.174377083,0.202065432,0.294346702,0.329210783,0,0,0,0,0,0,0,0,0,0,0
>GU071101.1,0.174239411,0.204254214,0.281268642,0.340237732,0,0,0,0,0,0,0,0,0,0,0
>GU071103.1,0.164705237,0.206158744,0.303727083,0.325408936,0,0,0,0,0,0,0,0,0,0,0
>GU071105.1,0.195925626,0.210240854,0.287753341,0.30608018,0,0,0,0,0,0,0,0,0,0,0
>GU071106.1,0.194589967,0.217919306,0.288072819,0.299417908,0,0,0,0,0,0,0,0,0,0,0
>GU071108.1,0.181897467,0.213804975,0.295848753,0.308431592,0,1.72E-05,0,0,0,0,0,0,0,0,0
>GU075905.1,0.175837568,0.205314299,0.280246564,0.338601569,0,0,0,0,0,0,0,0,0,0,0
>GU071100.1,0.212602274,0.179364573,0.33033684,0.277696313,0,0,0,0,0,0,0,0,0,0,0
>GU071102.1,0.206300664,0.181018412,0.336209966,0.276470958,0,0,0,0,0,0,0,0,0,0,0
>GU071104.1,0.215331538,0.183376809,0.329118984,0.272151632,0,2.10E-05,0,0,0,0,0,0,0,0,0
>GU071107.1,0.175877097,0.203443016,0.272782741,0.347897145,0,0,0,0,0,0,0,0,0,0,0
>HM480106.1,0.285671898,0.301826454,0.208162996,0.204338652,0,0,0,0,0,0,0,0,0,0,0
>NC_014635.1,0.200903127,0.212070175,0.285620137,0.30140656,0,0,0,0,0,0,0,0,0,0,0
>NC_014636.1,0.222610402,0.207357459,0.293192997,0.276839143,0,0,0,0,0,0,0,0,0,0,0
>NC_014661.1,0.196498327,0.193560968,0.312651972,0.297288733,0,0,0,0,0,0,0,0,0,0,0
>NC_014662.1,0.206844267,0.19234022,0.304917241,0.295898272,0,0,0,0,0,0,0,0,0,0,0
>NC_014663.1,0.200644907,0.199632827,0.305971862,0.293750405,0,0,0,0,0,0,0,0,0,0,0
>HQ186308.1,0.170712325,0.220151231,0.294682849,0.314453595,0,0,0,0,0,0,0,0,0,0,0
>NC_014792.1,0.210514812,0.192816847,0.30325782,0.293410521,0,0,0,0,0,0,0,0,0,0,0
>HQ424691.1,0.231551816,0.269486771,0.247456599,0.25147449,0,3.03E-05,0,0,0,0,0,0,0,0,0
>AB597179.1,0.310855955,0.30664918,0.170522877,0.211971988,0,0,0,0,0,0,0,0,0,0,0
>NC_014901.1,0.296015533,0.321847037,0.187438798,0.194698632,0,0,0,0,0,0,0,0,0,0,0
>NC_014900.1,0.231762065,0.238837652,0.254672327,0.274727956,0,0,0,0,0,0,0,0,0,0,0
>HQ141410.1,0.21464113,0.235412853,0.250528095,0.299417922,0,0,0,0,0,0,0,0,0,0,0
>HQ141411.1,0.185999137,0.220054642,0.273738197,0.320208024,0,0,0,0,0,0,0,0,0,0,0
>HQ906662.1,0.180706481,0.164346655,0.334635534,0.320311331,0,0,0,0,0,0,0,0,0,0,0
>HQ906663.1,0.155188361,0.177911657,0.298427618,0.328900332,0,0.039172062,5.00E-05,2.50E-05,1.00E-04,5.00E-05,2.50E-05,0.000149989,0,0,0
>HQ906664.1,0.220665664,0.137692742,0.378854833,0.262786762,0,0,0,0,0,0,0,0,0,0,0
>HQ906665.1,0.207223079,0.14539749,0.36197974,0.285124422,0,0.000220216,0,5.51E-05,0,0,0,0,0,0,0
>HM755814.1,0.32401889,0.315481223,0.183456724,0.1761564,0,0.00086614,2.06E-05,0,0,0,0,0,0,0,0
>HQ110083.1,0.297757692,0.253919694,0.229202155,0.219120459,0,0,0,0,0,0,0,0,0,0,0
>HQ225832.1,0.285702676,0.291716614,0.189032691,0.23354802,0,0,0,0,0,0,0,0,0,0,0
>HQ641341.1,0.199528713,0.228138927,0.284590953,0.287741407,0,0,0,0,0,0,0,0,0,0,0
>HQ641343.1,0.199852601,0.228214186,0.284530738,0.287402475,0,0,0,0,0,0,0,0,0,0,0
>HQ641344.1,0.20029165,0.228254196,0.284076955,0.2873772,0,0,0,0,0,0,0,0,0,0,0
>HQ641346.1,0.211327273,0.213486612,0.289536462,0.285649652,0,0,0,0,0,0,0,0,0,0,0
>HQ641348.1,0.178743263,0.192181338,0.313734467,0.315340932,0,0,0,0,0,0,0,0,0,0,0
>HQ641349.1,0.178727198,0.192213467,0.313702338,0.315356997,0,0,0,0,0,0,0,0,0,0,0
>HQ641350.1,0.178534002,0.192206146,0.314028774,0.315231078,0,0,0,0,0,0,0,0,0,0,0
>HQ641351.1,0.178580712,0.192187094,0.313970302,0.315261892,0,0,0,0,0,0,0,0,0,0,0
>HQ641352.1,0.180539989,0.190487969,0.315081199,0.313890843,0,0,0,0,0,0,0,0,0,0,0
>HQ641353.1,0.178576579,0.192115425,0.314173329,0.315134667,0,0,0,0,0,0,0,0,0,0,0
>HQ641354.1,0.180968591,0.190681043,0.314514807,0.31383556,0,0,0,0,0,0,0,0,0,0,0
>NC_015157.1,0.178371812,0.192360824,0.314077932,0.315189431,0,0,0,0,0,0,0,0,0,0,0
>NC_015158.1,0.213145445,0.213628586,0.28899849,0.284227479,0,0,0,0,0,0,0,0,0,0,0
>NC_015159.1,0.199862111,0.228716613,0.284740309,0.286680966,0,0,0,0,0,0,0,0,0,0,0
>NC_015210.1,0.343066406,0.352669271,0.151123047,0.153141276,0,0,0,0,0,0,0,0,0,0,0
>NC_015249.1,0.227883881,0.259434683,0.246651388,0.266030048,0,0,0,0,0,0,0,0,0,0,0
>NC_015250.1,0.203866058,0.192858618,0.30683788,0.296437444,0,0,0,0,0,0,0,0,0,0,0
>NC_015251.1,0.200749057,0.171207632,0.318213316,0.309817242,0,1.28E-05,0,0,0,0,0,0,0,0,0
>NC_015264.1,0.280965514,0.281746516,0.204427306,0.232860664,0,0,0,0,0,0,0,0,0,0,0
>NC_015271.1,0.227012093,0.262249791,0.240851751,0.269886364,0,0,0,0,0,0,0,0,0,0,0
>NC_015296.1,0.227898715,0.224301386,0.278293147,0.269506752,0,0,0,0,0,0,0,0,0,0,0
>NC_015252.1,0.160907098,0.212053149,0.274916786,0.352122967,0,0,0,0,0,0,0,0,0,0,0
>NC_015253.1,0.196623775,0.217620903,0.259198048,0.326541534,0,1.57E-05,0,0,0,0,0,0,0,0,0
>NC_015263.1,0.155618291,0.171275965,0.331155026,0.341950718,0,0,0,0,0,0,0,0,0,0,0
>NC_015265.1,0.309539156,0.327532495,0.190245998,0.17268235,0,0,0,0,0,0,0,0,0,0,0
>NC_015266.1,0.308100111,0.324152386,0.195265689,0.172481815,0,0,0,0,0,0,0,0,0,0,0
>NC_015270.1,0.149424609,0.196341104,0.275597521,0.378636766,0,0,0,0,0,0,0,0,0,0,0
>NC_015273.1,0.299254262,0.323544883,0.203391404,0.17380945,0,0,0,0,0,0,0,0,0,0,0
>NC_015274.1,0.190670017,0.212703076,0.275085832,0.321541075,0,0,0,0,0,0,0,0,0,0,0
>NC_015297.1,0.268310502,0.348310502,0.20803653,0.175342466,0,0,0,0,0,0,0,0,0,0,0
>NC_015254.1,0.155209789,0.208560143,0.279517318,0.356712751,0,0,0,0,0,0,0,0,0,0,0
>NC_015456.1,0.214977991,0.23909911,0.261562148,0.284360751,0,0,0,0,0,0,0,0,0,0,0
>NC_015457.1,0.188983781,0.16668977,0.325381662,0.318944786,0,0,0,0,0,0,0,0,0,0,0
>NC_015466.1,0.291265079,0.287547073,0.20978809,0.211399757,0,0,0,0,0,0,0,0,0,0,0
>HQ615693.1,0.196950096,0.200500664,0.302139861,0.300386978,0,0,0,0,1.12E-05,5.60E-06,0,5.60E-06,0,0,0
>NC_015209.1,0.215266027,0.230964467,0.302406467,0.251363038,0,0,0,0,0,0,0,0,0,0,0
>NC_015464.1,0.150361742,0.111173644,0.397671818,0.340792796,0,0,0,0,0,0,0,0,0,0,0
>HM568888.1,0.117619859,0.190678997,0.293867121,0.397834023,0,0,0,0,0,0,0,0,0,0,0
>JF792674.1,0.319842707,0.318927758,0.18552045,0.175709085,0,0,0,0,0,0,0,0,0,0,0
>HQ630627.1,0.236177589,0.241077204,0.255210085,0.267535122,0,0,0,0,0,0,0,0,0,0,0
>JF713456.1,0.229999141,0.238746641,0.224257444,0.306996773,0,0,0,0,0,0,0,0,0,0,0
>JF767210.1,0.110723847,0.191190584,0.296105471,0.401980098,0,0,0,0,0,0,0,0,0,0,0
>NC_015720.1,0.28976499,0.313661322,0.197715792,0.198857896,0,0,0,0,0,0,0,0,0,0,0
>NC_015721.1,0.246542142,0.256947056,0.229033471,0.267477331,0,0,0,0,0,0,0,0,0,0,0
>NC_015584.1,0.262388099,0.326790416,0.214507636,0.196313849,0,0,0,0,0,0,0,0,0,0,0
>NC_015585.1,0.270914668,0.282603644,0.210099461,0.236382227,0,0,0,0,0,0,0,0,0,0,0
>HQ728263.1,0.210829575,0.223038232,0.279807306,0.286324887,0,0,0,0,0,0,0,0,0,0,0
>JF957056.1,0.328578277,0.336117608,0.166940252,0.168363864,0,0,0,0,0,0,0,0,0,0,0
>JF957057.1,0.323747908,0.310733294,0.183991273,0.181527524,0,0,0,0,0,0,0,0,0,0,0
>JF957058.1,0.321916448,0.317925502,0.183682789,0.17647526,0,0,0,0,0,0,0,0,0,0,0
>JF957059.1,0.303743022,0.304163997,0.191543882,0.200549099,0,0,0,0,0,0,0,0,0,0,0
>JF957060.1,0.318029956,0.313412666,0.187394422,0.181162957,0,0,0,0,0,0,0,0,0,0,0
>JN006061.1,0.331911027,0.298262942,0.169794424,0.200031607,0,0,0,0,0,0,0,0,0,0,0
>JN006062.1,0.331611761,0.296924947,0.171281008,0.200182284,0,0,0,0,0,0,0,0,0,0,0
>JN006063.1,0.328396605,0.336172316,0.167490262,0.167940817,0,0,0,0,0,0,0,0,0,0,0
>JN006064.1,0.328120027,0.33515148,0.167582974,0.169145519,0,0,0,0,0,0,0,0,0,0,0
>JN020140.1,0.325704087,0.311818467,0.181336785,0.181140661,0,0,0,0,0,0,0,0,0,0,0
>JN020142.1,0.294137017,0.31869465,0.187483752,0.199684581,0,0,0,0,0,0,0,0,0,0,0
>JN020143.1,0.295982875,0.31847677,0.185737699,0.199802656,0,0,0,0,0,0,0,0,0,0,0
>JN049605.1,0.310510232,0.304823798,0.195930525,0.188735445,0,0,0,0,0,0,0,0,0,0,0
>JN083852.1,0.30652076,0.291447253,0.201221541,0.200810446,0,0,0,0,0,0,0,0,0,0,0
>JN083853.1,0.307644269,0.291953709,0.200230284,0.200171737,0,0,0,0,0,0,0,0,0,0,0
>JN185608.1,0.32442384,0.341746305,0.156822708,0.177007147,0,0,0,0,0,0,0,0,0,0,0
>JF704091.1,0.328482208,0.336819172,0.167175018,0.167523602,0,0,0,0,0,0,0,0,0,0,0
>JF704092.1,0.333583223,0.313224816,0.157743431,0.19544853,0,0,0,0,0,0,0,0,0,0,0
>JF704093.1,0.319618773,0.317260466,0.186754502,0.176366259,0,0,0,0,0,0,0,0,0,0,0
>JF704094.1,0.340986539,0.349761459,0.15167263,0.157579372,0,0,0,0,0,0,0,0,0,0,0
>JF704095.1,0.337343395,0.338295846,0.161359807,0.163000952,0,0,0,0,0,0,0,0,0,0,0
>JF704096.1,0.332441821,0.314035845,0.158925545,0.194596789,0,0,0,0,0,0,0,0,0,0,0
>JF704097.1,0.310593147,0.30367916,0.196924138,0.188803555,0,0,0,0,0,0,0,0,0,0,0
>JF704098.1,0.324409851,0.315407748,0.18422863,0.175953771,0,0,0,0,0,0,0,0,0,0,0
>JF704099.1,0.328817987,0.336273445,0.166837888,0.16807068,0,0,0,0,0,0,0,0,0,0,0
>JF704100.1,0.303686636,0.330552995,0.174193548,0.19156682,0,0,0,0,0,0,0,0,0,0,0
>JF704101.1,0.324630387,0.315783265,0.18386285,0.175723498,0,0,0,0,0,0,0,0,0,0,0
>JF704102.1,0.328964901,0.335642013,0.167059582,0.168333504,0,0,0,0,0,0,0,0,0,0,0
>JF704103.1,0.3287098,0.335791414,0.167032453,0.168466333,0,0,0,0,0,0,0,0,0,0,0
>JF704104.1,0.342710854,0.346044562,0.151479773,0.159764812,0,0,0,0,0,0,0,0,0,0,0
>JF704105.1,0.325218791,0.340844315,0.156590551,0.177346343,0,0,0,0,0,0,0,0,0,0,0
>JN204348.1,0.333584483,0.314233092,0.157457852,0.194724573,0,0,0,0,0,0,0,0,0,0,0
>JF704117.1,0.294204764,0.317071881,0.189442691,0.199280664,0,0,0,0,0,0,0,0,0,0,0
>JF704116.1,0.332273277,0.314574388,0.15851575,0.194636584,0,0,0,0,0,0,0,0,0,0,0
>JF704108.1,0.262741277,0.325066076,0.216514937,0.19567771,0,0,0,0,0,0,0,0,0,0,0
>JF704109.1,0.328493489,0.336029679,0.167585655,0.167891176,0,0,0,0,0,0,0,0,0,0,0
>JF704110.1,0.317166287,0.308595804,0.188998617,0.185239292,0,0,0,0,0,0,0,0,0,0,0
>JF704111.1,0.323377982,0.319422352,0.180556718,0.176642947,0,0,0,0,0,0,0,0,0,0,0
>JF704112.1,0.265825262,0.294156289,0.195661593,0.244356856,0,0,0,0,0,0,0,0,0,0,0
>JF704113.1,0.262997398,0.324934945,0.216279952,0.195787705,0,0,0,0,0,0,0,0,0,0,0
>JF704114.1,0.324647293,0.315817358,0.183446814,0.176088535,0,0,0,0,0,0,0,0,0,0,0
>JF704115.1,0.30125694,0.308972306,0.187570256,0.202200497,0,0,0,0,0,0,0,0,0,0,0
>JF704106.1,0.322659653,0.3412838,0.158181968,0.177874579,0,0,0,0,0,0,0,0,0,0,0
>JF937090.1,0.303658406,0.303658406,0.192366235,0.200316954,0,0,0,0,0,0,0,0,0,0,0
>JF937092.1,0.310687334,0.304770404,0.195995887,0.188546375,0,0,0,0,0,0,0,0,0,0,0
>JF937093.1,0.298120511,0.320718518,0.185979388,0.195181582,0,0,0,0,0,0,0,0,0,0,0
>JF937094.1,0.310335524,0.302973655,0.197113068,0.189577753,0,0,0,0,0,0,0,0,0,0,0
>JF937095.1,0.328670098,0.33607555,0.166703327,0.168551024,0,0,0,0,0,0,0,0,0,0,0
>JF937096.1,0.331838683,0.297781693,0.170442741,0.199936883,0,0,0,0,0,0,0,0,0,0,0
